,B_mature|Naive,B_mature|Memory_switched,B_mature|Memory_unswitched,B_mature|Memory_atypical,B_mature|HSP,B_mature|ISG,B_mature|CCL4,B_mature|GBP,B_mature|EGR,Cancer_Tissue,Cancer_Type
2021_Stephenson_NatMed_COVID19|MH9143427,0.6636363636363637,0.045454545454545456,0.13636363636363635,0.1,0.0,0.05454545454545454,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|C11,0.7432432432432432,0.16216216216216217,0.0945945945945946,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|FA03,0.8197573656845754,0.18024263431542462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S067,0.5144508670520231,0.4277456647398844,0.017341040462427744,0.04046242774566474,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-S039,0.4224137931034483,0.14655172413793102,0.25862068965517243,0.16379310344827586,0.0,0.0,0.0,0.0,0.008620689655172414,Non-malignant disease,
2021_Elmentaite_Nature_Intestine|4918STDY7273964,0.7427777777777778,0.03611111111111111,0.22111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_TabulaSapiens_Science_TabulaSapiens|TSP14_Large_Intestine_Distal_10X,0.0,0.07894736842105263,0.9210526315789473,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|A28,0.508557457212714,0.3863080684596577,0.02689486552567237,0.07823960880195599,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|M33,0.5709090909090909,0.3418181818181818,0.08727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S074-1,0.615878107457899,0.1226944667201283,0.21732157177225342,0.044105854049719326,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-M010-6,0.6488463702870005,0.3006940536484712,0.025323579065841307,0.025135996998686926,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Stephenson_NatMed_COVID19|MH9143277,0.6760154738878144,0.16876208897485492,0.08075435203094777,0.07446808510638298,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_Dominguez-Conde_Science_CellTypist|Pan_T7980358,0.2668240850059032,0.3482880755608028,0.2892561983471074,0.0,0.09563164108618655,0.0,0.0,0.0,0.0,Control,
2020_Adams_SciAdv_IPF|238CO,0.06756756756756757,0.04054054054054054,0.8378378378378378,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-M049,0.09748427672955975,0.05345911949685535,0.0,0.0,0.0,0.8490566037735849,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|D23,0.9239130434782609,0.043478260869565216,0.03260869565217391,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|FB04,0.7061224489795919,0.22040816326530613,0.07346938775510205,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|M20,0.49572649572649574,0.48717948717948717,0.0,0.0,0.0,0.017094017094017096,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-M018,0.47368421052631576,0.32068543451652387,0.189718482252142,0.01591187270501836,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|G05,0.27380952380952384,0.4880952380952381,0.21428571428571427,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|A40,0.5266272189349113,0.38461538461538464,0.05917159763313609,0.029585798816568046,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kong_Immunity_CD|I178961_L,0.03260869565217391,0.11956521739130435,0.7391304347826086,0.010869565217391304,0.005434782608695652,0.06521739130434782,0.0,0.02717391304347826,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-M065,0.5352941176470588,0.2647058823529412,0.06470588235294118,0.13529411764705881,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Hirz_NatComm_Prostate|GSM5494372_SCG-PCA18-N-LG,0.0,0.038461538461538464,0.9230769230769231,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,Cancer_AdjNorm,PRC
2020_Park_Science_Thymus|WSSS8062674,0.20618556701030927,0.24742268041237114,0.36082474226804123,0.0,0.10309278350515463,0.05154639175257732,0.0,0.0,0.030927835051546393,Control,
2021_Ren_Cell_COVID|S-S063,0.7122302158273381,0.11510791366906475,0.15827338129496402,0.007194244604316547,0.0,0.0,0.007194244604316547,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|B17,0.4252336448598131,0.46261682242990654,0.11214953271028037,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-HC025,0.4839572192513369,0.14705882352941177,0.3181818181818182,0.05080213903743316,0.0,0.0,0.0,0.0,0.0,Control,
2021_Pelka_Cell_CRC|C146_T_1_1_1_c1_v2,0.38372093023255816,0.06976744186046512,0.5116279069767442,0.0,0.011627906976744186,0.011627906976744186,0.0,0.0,0.011627906976744186,Cancer_Tumor,CRC
2021_Ren_Cell_COVID|S-M036-1,0.689873417721519,0.20253164556962025,0.10759493670886076,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Elmentaite_Nature_Intestine|4918STDY7962470,0.0,0.2608695652173913,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-S059,0.21658986175115208,0.5207373271889401,0.11059907834101383,0.15207373271889402,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Elmentaite_Nature_Intestine|4918STDY7273965,0.7455089820359282,0.0,0.20359281437125748,0.0,0.0,0.00499001996007984,0.0,0.04590818363273453,0.0,Non-malignant disease,
2021_Pal_EMBO_Breast|GSM4909288_TN-B1-MH0177,0.0182370820668693,0.07142857142857142,0.5455927051671733,0.0,0.0,0.3404255319148936,0.0,0.0,0.0243161094224924,Cancer_Tumor,BRCA
2022_Dominguez-Conde_Science_CellTypist|Pan_T7991589,0.04225352112676056,0.16901408450704225,0.5258215962441315,0.0,0.051643192488262914,0.2112676056338028,0.0,0.0,0.0,Control,
2022_Dominguez-Conde_Science_CellTypist|CZINY-0060,0.390625,0.3125,0.2890625,0.0,0.0,0.0,0.0,0.0,0.0078125,Control,
2021_Pelka_Cell_CRC|C125_T_1_1_1_c1_v2,0.36538461538461536,0.2980769230769231,0.3173076923076923,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,Cancer_Tumor,CRC
2023_Terekhova_Immunity_PBMC|G03,0.6092436974789915,0.226890756302521,0.11764705882352941,0.046218487394957986,0.0,0.0,0.0,0.0,0.0,Control,
2021_Pelka_Cell_CRC|C156_T_1_1_1_c1_v3,0.44,0.17333333333333334,0.32,0.0,0.02666666666666667,0.0,0.0,0.02666666666666667,0.013333333333333334,Cancer_Tumor,CRC
2022_TabulaSapiens_Science_TabulaSapiens|TSP2_Thymus_nan_10X,0.39572192513368987,0.5877491492464755,0.01652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S080,0.7652582159624414,0.20187793427230047,0.03286384976525822,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Kong_Immunity_CD|H158108_N3,0.0948905109489051,0.4306569343065693,0.4744525547445255,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|T16,0.5042735042735043,0.3247863247863248,0.15384615384615385,0.0,0.0,0.017094017094017096,0.0,0.0,0.0,Control,
2023_Kong_Immunity_CD|N172428_L1,0.15384615384615385,0.11538461538461539,0.3076923076923077,0.0,0.40384615384615385,0.0,0.019230769230769232,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-M053,0.8590163934426229,0.09508196721311475,0.04590163934426229,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|E23,0.7428571428571429,0.24761904761904763,0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|C18,0.4204081632653061,0.2163265306122449,0.3306122448979592,0.0326530612244898,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|S12,0.1875,0.7125,0.0375,0.0625,0.0,0.0,0.0,0.0,0.0,Control,
2021_Pelka_Cell_CRC|C125_T_1_1_1_c2_v2,0.4765625,0.3515625,0.171875,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,CRC
2021_Chan_CancerCell_SCLC|RU1170g_Sort-Freeze,0.06451612903225806,0.34838709677419355,0.5612903225806452,0.0,0.012903225806451613,0.0,0.012903225806451613,0.0,0.0,Cancer_Tumor,NSCLC
2022_Dominguez-Conde_Science_CellTypist|Pan_T8010325,0.5019404915912031,0.1888745148771022,0.01034928848641656,0.0,0.2988357050452781,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-M029,0.6384364820846905,0.2182410423452769,0.04560260586319218,0.07166123778501629,0.0,0.026058631921824105,0.0,0.0,0.0,Non-malignant disease,
2022_Dominguez-Conde_Science_CellTypist|CZINY-0062,0.373015873015873,0.2698412698412698,0.2698412698412698,0.0,0.07936507936507936,0.0,0.0,0.0,0.007936507936507936,Control,
2021_Pal_EMBO_Breast|GSM4909316_ER-MH0167-LN,0.0,0.3567567567567568,0.6432432432432432,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,BRCA
2022_Dominguez-Conde_Science_CellTypist|Pan_T7935491,0.5331734612310152,0.037569944044764186,0.37170263788968827,0.019184652278177457,0.032773780975219824,0.0,0.0,0.0,0.005595523581135092,Control,
2022_Kumar_CancerDis_Gastric|GSM5573495_sample30,0.1786833855799373,0.0,0.25391849529780564,0.0,0.5078369905956113,0.0,0.0,0.0,0.05956112852664577,Cancer_Tumor,GC
2022_Kumar_CancerDis_Gastric|GSM5573492_sample27,0.0,0.1076923076923077,0.0,0.0,0.8615384615384616,0.0,0.0,0.0,0.03076923076923077,Cancer_AdjNorm,GC
2021_Ren_Cell_COVID|S-HC015,0.7084785133565621,0.1997677119628339,0.023228803716608595,0.06852497096399536,0.0,0.0,0.0,0.0,0.0,Control,
2021_Chan_CancerCell_SCLC|RU682_T,0.0,0.013071895424836602,0.0784313725490196,0.0,0.9084967320261438,0.0,0.0,0.0,0.0,Cancer_Tumor,NSCLC
2021_Stephenson_NatMed_COVID19|BGCV07_CV0134,0.2348993288590604,0.1342281879194631,0.2483221476510067,0.21476510067114093,0.0,0.16778523489932887,0.0,0.0,0.0,Non-malignant disease,
2023_Lake_Nature_Kidney|KC36,0.31666666666666665,0.48333333333333334,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S035-2,0.8380281690140845,0.04929577464788732,0.09859154929577464,0.0,0.007042253521126761,0.007042253521126761,0.0,0.0,0.0,Non-malignant disease,
2021_Stephenson_NatMed_COVID19|MH9179821,0.2054263565891473,0.05426356589147287,0.0,0.027131782945736434,0.0,0.7131782945736435,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|L16,0.47540983606557374,0.36885245901639346,0.11475409836065574,0.040983606557377046,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|BGCV11_CV0058,0.9523809523809523,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_Hwang_NatGenet_PDAC|T8_CRT,0.6954545454545454,0.30454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,PC
2021_Ren_Cell_COVID|S-S022-2,0.6153081510934394,0.3290258449304175,0.029324055666003976,0.026341948310139165,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c77,0.23684210526315788,0.18421052631578946,0.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-M033,0.590693757237604,0.19812611853879356,0.15359511527529213,0.05758500894831035,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_Emont_Nature_WAT|Hs_SAT_13-1,0.6984126984126984,0.30158730158730157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kong_Immunity_CD|I130084_L,0.3293172690763052,0.04819277108433735,0.5742971887550201,0.0,0.04819277108433735,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Pelka_Cell_CRC|C165_N_0_0_0_c1_v3,0.44878048780487806,0.24390243902439024,0.2975609756097561,0.0,0.0,0.0,0.00975609756097561,0.0,0.0,Control,
2022_Dominguez-Conde_Science_CellTypist|Pan_T7917815,0.225,0.015,0.1375,0.0,0.6,0.0225,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|BGCV03_CV0176,0.5245901639344263,0.3442622950819672,0.11475409836065574,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,Non-malignant disease,
2021_Pelka_Cell_CRC|C166_T_0_0_0_c1_v3,0.5636363636363636,0.21818181818181817,0.18181818181818182,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,CRC
2023_Terekhova_Immunity_PBMC|G02,0.6984126984126984,0.21428571428571427,0.0873015873015873,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|BGCV07_CV0137,0.8074074074074075,0.05925925925925926,0.06666666666666667,0.05925925925925926,0.0,0.007407407407407408,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|B16,0.72,0.22666666666666666,0.03333333333333333,0.0,0.0,0.02,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S001-3,0.14814814814814814,0.027777777777777776,0.7685185185185185,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,Non-malignant disease,
2022_Madissoon_NatGenet_Lung|HCATisStab7732263,0.030927835051546393,0.21649484536082475,0.061855670103092786,0.0,0.5876288659793815,0.0,0.0,0.0,0.10309278350515463,Control,
2022_Dominguez-Conde_Science_CellTypist|CZINY-0059,0.4258064516129032,0.2645161290322581,0.2903225806451613,0.0,0.0,0.0,0.0,0.0,0.01935483870967742,Control,
2023_Terekhova_Immunity_PBMC|M11,0.6796116504854369,0.18932038834951456,0.13106796116504854,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Dominguez-Conde_Science_CellTypist|CZINY-0104,0.07317073170731707,0.6933797909407665,0.23344947735191637,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|MH8919278,0.8123980424143556,0.1533442088091354,0.03425774877650897,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Hao_Cell_Blood|P3_3,0.6035182679296346,0.2219215155615697,0.17456021650879566,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|FL02,0.7531645569620253,0.2468354430379747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|B11,0.8007662835249042,0.14942528735632185,0.04980842911877394,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Fonseca_NatGenet_Endometriosis|sample43,0.37894736842105264,0.0,0.4842105263157895,0.0,0.1368421052631579,0.0,0.0,0.0,0.0,Non-malignant disease,
2020_Park_Science_Thymus|WSSS8062669,0.3157262905162065,0.24489795918367346,0.20408163265306123,0.0,0.20888355342136855,0.026410564225690276,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|M14,0.4789915966386555,0.3697478991596639,0.12605042016806722,0.01680672268907563,0.0,0.0,0.0,0.0,0.008403361344537815,Control,
2021_Ren_Cell_COVID|S-M017,0.4387755102040816,0.41836734693877553,0.10714285714285714,0.015306122448979591,0.0,0.02040816326530612,0.0,0.0,0.0,Non-malignant disease,
2023_Hirz_NatComm_Prostate|GSM5494375_SCG-PCA19-T-HG,0.0,0.024193548387096774,0.9758064516129032,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,PRC
2022_Gur_Cell_Sceleroderma|GSM5837535_AB8334,0.6341463414634146,0.0975609756097561,0.2682926829268293,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-S035-4,0.496,0.256,0.176,0.072,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Wang_SciAdv_CRC|s1125_Liver_Metastasis,0.0,0.10434782608695652,0.8173913043478261,0.0,0.008695652173913044,0.0,0.0,0.0,0.06956521739130435,Cancer_Metastasis,CRC
2021_Stephenson_NatMed_COVID19|MH9179828,0.5533980582524272,0.05339805825242718,0.0,0.3932038834951456,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S052,0.4398148148148148,0.2993827160493827,0.17592592592592593,0.08487654320987655,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Hirz_NatComm_Prostate|GSM5494380_SCG-PCA24-N-CplusD,0.0,0.0,0.9982332155477032,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,Cancer_AdjNorm,PRC
2023_Terekhova_Immunity_PBMC|A38,0.8333333333333334,0.08064516129032258,0.08602150537634409,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|AP10,0.125,0.0,0.0,0.04044117647058824,0.0,0.8345588235294118,0.0,0.0,0.0,Non-malignant disease,
2022_Dominguez-Conde_Science_CellTypist|Pan_T8986827,0.3341288782816229,0.1360381861575179,0.43914081145584727,0.00477326968973747,0.08591885441527446,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S073-1,0.48554913294797686,0.26011560693641617,0.15028901734104047,0.10404624277456648,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Stephenson_NatMed_COVID19|BGCV04_CV0262,0.78125,0.017857142857142856,0.1875,0.013392857142857142,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
Sarah2019|MS242_CA5,0.5035971223021583,0.0,0.49640287769784175,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Pelka_Cell_CRC|C130_N_1_1_0_c1_v2,0.16666666666666666,0.2631578947368421,0.5701754385964912,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|MH9143274,0.7272727272727273,0.07272727272727272,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-M021,0.5152838427947598,0.24017467248908297,0.20087336244541484,0.034934497816593885,0.0,0.008733624454148471,0.0,0.0,0.0,Non-malignant disease,
2023_Kong_Immunity_CD|N119540_L2,0.29608938547486036,0.14664804469273743,0.5572625698324022,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Wang_SciAdv_CRC|s0107_Colon_AdjNorm,0.09408602150537634,0.05913978494623656,0.7553763440860215,0.0,0.05913978494623656,0.0,0.002688172043010753,0.0,0.02956989247311828,Cancer_AdjNorm,CRC
2021_Ren_Cell_COVID|S-M061-2,0.5048543689320388,0.13592233009708737,0.1553398058252427,0.17475728155339806,0.0,0.02912621359223301,0.0,0.0,0.0,Non-malignant disease,
2022_TabulaSapiens_Science_TabulaSapiens|TSP7_Salivary_Gland_Parotid_10X,0.2825783972125436,0.4564459930313589,0.24285714285714285,0.0,0.0,0.0,0.0,0.0,0.018118466898954706,Control,
2023_Kong_Immunity_CD|H180844_N3,0.5574712643678161,0.0,0.4425287356321839,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kumar_Nature_Breast|hbca_c146,0.21705426356589147,0.05426356589147287,0.7209302325581395,0.0,0.0,0.0,0.007751937984496124,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S041,0.6458481192334989,0.0,0.35415188076650106,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Pelka_Cell_CRC|C110_N_1_1_0_c1_v2,0.7587476979742173,0.06813996316758748,0.1731123388581952,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|C12,0.33064516129032256,0.3387096774193548,0.25,0.0,0.0,0.07258064516129033,0.0,0.0,0.008064516129032258,Control,
2023_Wang_SciAdv_CRC|s0816_Blood_Blood,0.8688524590163934,0.03278688524590164,0.06557377049180328,0.03278688524590164,0.0,0.0,0.0,0.0,0.0,Cancer_Blood,CRC
2023_Terekhova_Immunity_PBMC|A30,0.6544117647058824,0.2647058823529412,0.0661764705882353,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,Control,
2021_Stephenson_NatMed_COVID19|MH9143275,0.600328947368421,0.2294407894736842,0.15378289473684212,0.01644736842105263,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_TabulaSapiens_Science_TabulaSapiens|TSP7_Spleen_nan_10X,0.20762052877138415,0.09253499222395023,0.687402799377916,0.012441679626749611,0.0,0.0,0.0,0.0,0.0,Control,
2021_Pelka_Cell_CRC|C170_T_0_0_0_c1_v3,0.7875,0.0,0.2,0.0,0.0,0.0,0.0125,0.0,0.0,Cancer_Tumor,CRC
2023_Terekhova_Immunity_PBMC|P09,0.6666666666666666,0.2361111111111111,0.09722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S055,0.4774624373956594,0.3005008347245409,0.22203672787979967,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c81,0.23399558498896247,0.026490066225165563,0.6931567328918322,0.0,0.046357615894039736,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|L10,0.23316062176165803,0.616580310880829,0.11398963730569948,0.03626943005181347,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S045,0.2146118721461187,0.2968036529680365,0.3424657534246575,0.1232876712328767,0.0,0.0,0.0,0.0,0.0228310502283105,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|A31,0.3869047619047619,0.47023809523809523,0.125,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,Control,
2021_Pelka_Cell_CRC|C122_T_1_1_0_c1_v2,0.07142857142857142,0.07142857142857142,0.7678571428571429,0.0,0.03571428571428571,0.0,0.0,0.05357142857142857,0.0,Cancer_Tumor,CRC
2021_Ren_Cell_COVID|S-HC009,0.45288753799392095,0.08206686930091185,0.43465045592705165,0.030395136778115502,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kong_Immunity_CD|H197396_N2,0.06722689075630252,0.16806722689075632,0.7310924369747899,0.0,0.01680672268907563,0.0,0.0,0.0,0.01680672268907563,Control,
2021_Pelka_Cell_CRC|C138_T_0_0_0_c1_v2,0.2222222222222222,0.31746031746031744,0.3492063492063492,0.0,0.0,0.015873015873015872,0.06349206349206349,0.0,0.031746031746031744,Cancer_Tumor,CRC
2023_Terekhova_Immunity_PBMC|B23,0.6721311475409836,0.3114754098360656,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|FA02,0.8728323699421965,0.10404624277456648,0.023121387283236993,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|T23,0.6125,0.3875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|P01,0.7092511013215859,0.14537444933920704,0.14537444933920704,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|FD02,0.5841584158415841,0.26732673267326734,0.1485148514851485,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|E29,0.5151515151515151,0.3787878787878788,0.06060606060606061,0.015151515151515152,0.0,0.0,0.0,0.0,0.030303030303030304,Control,
2023_Terekhova_Immunity_PBMC|D09,0.1728395061728395,0.4567901234567901,0.2962962962962963,0.0,0.012345679012345678,0.0,0.0,0.0,0.06172839506172839,Control,
2021_Ren_Cell_COVID|S-S021-4,0.6428757488929409,0.26855952070851785,0.05886949726491274,0.02969523313362855,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_Zhou_NatGenet_PDAC|HT056P-S1R1A1,0.2376237623762376,0.06930693069306931,0.6485148514851485,0.0,0.012376237623762377,0.0,0.0,0.0,0.03217821782178218,Cancer_Tumor,PC
2022_Perez_Science_SLE|dmx_YE_8-17,0.8035337046283849,0.11254081044747455,0.06087958517380449,0.023045899750336087,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Pelka_Cell_CRC|C137_N_1_1_1_c1_v2,0.1686746987951807,0.2289156626506024,0.5783132530120482,0.0,0.0,0.0,0.0,0.0,0.024096385542168676,Control,
2021_Ren_Cell_COVID|S-S021-3,0.6946820379323169,0.22870955745630345,0.052993677947192265,0.012086277426552623,0.0,0.011528449237634809,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-M015,0.047885075818036714,0.0,0.9521149241819633,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_Kumar_CancerDis_Gastric|GSM5573479_sample14,0.3277661795407098,0.014613778705636743,0.1127348643006263,0.0,0.5219206680584552,0.022964509394572025,0.0,0.0,0.0,Cancer_Tumor,GC
2021_Ren_Cell_COVID|S-S026,0.036036036036036036,0.046546546546546545,0.7192192192192193,0.0,0.0,0.1981981981981982,0.0,0.0,0.0,Non-malignant disease,
2020_Adams_SciAdv_IPF|192CO-a,0.058823529411764705,0.4117647058823529,0.5098039215686274,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,Non-malignant disease,
2020_Park_Science_Thymus|4861STDY7462261,0.10843373493975904,0.43373493975903615,0.3493975903614458,0.0,0.012048192771084338,0.07228915662650602,0.0,0.0,0.024096385542168676,Control,
2022_Kumar_CancerDis_Gastric|GSM5573493_sample28,0.0,0.0,0.07586206896551724,0.0,0.9241379310344827,0.0,0.0,0.0,0.0,Cancer_Tumor,GC
2021_Pelka_Cell_CRC|C139_T_1_1_1_c1_v2,0.56,0.32,0.06666666666666667,0.02666666666666667,0.02666666666666667,0.0,0.0,0.0,0.0,Cancer_Tumor,CRC
2020_Park_Science_Thymus|4861STDY7462263,0.1323529411764706,0.6029411764705882,0.1323529411764706,0.014705882352941176,0.0,0.07352941176470588,0.014705882352941176,0.0,0.029411764705882353,Control,
2022_Kumar_CancerDis_Gastric|GSM5573472_sample7,0.35,0.0125,0.325,0.0,0.2875,0.0,0.0,0.0,0.025,Cancer_Tumor,GC
2020_Park_Science_Thymus|4861STDY7528591,0.06756756756756757,0.25675675675675674,0.4864864864864865,0.0,0.0,0.0945945945945946,0.0,0.0,0.0945945945945946,Control,
2023_Terekhova_Immunity_PBMC|G04,0.6728971962616822,0.18691588785046728,0.056074766355140186,0.08411214953271028,0.0,0.0,0.0,0.0,0.0,Control,
2021_Pelka_Cell_CRC|C171_TA_1_1_0_c1_v3,0.05952380952380952,0.6845238095238095,0.25595238095238093,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,CRC
2023_Terekhova_Immunity_PBMC|A25,0.676923076923077,0.25769230769230766,0.06538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Perez_Science_SLE|dmx_AbFlare-4,0.7626179729175215,0.1395157981124333,0.023184242921624947,0.054985638079606075,0.0,0.019696347968814115,0.0,0.0,0.0,Non-malignant disease,
2021_Stephenson_NatMed_COVID19|BGCV09_CV0062,0.8666666666666667,0.1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
